Title,Original Price,Promotional Price,Psplus Price,Max_price,Min_price,Min_price_plus,url_games
Desert Child,"R$ 64,50","R$ 32,25","R$ 25,80","R$ 64,50","R$ 24,95","R$ 22,45",/ps4-store-br/desert-child-game-39349/
PLAYERUNKNOWN’S BATTLEGROUNDS,"R$ 149,50","R$ 49,33","R$ 49,33","R$ 149,50","R$ 41,21",Free,/ps4-store-br/playerunknowns-battlegrounds-game-39366/
Jagged Alliance: Rage!,"R$ 124,90","R$ 37,47","R$ 24,98","R$ 124,90","R$ 36,55","R$ 24,98",/ps4-store-br/jagged-alliance-rage-game-39368/
Mutant Year Zero: Road to Eden,"R$ 144,90","R$ 57,96","R$ 57,96","R$ 144,90","R$ 57,96","R$ 57,96",/ps4-store-br/mutant-year-zero-road-to-eden-game-39383/
Override: Mech City Brawl,"R$ 159,90","R$ 52,45","R$ 52,45","R$ 159,90","R$ 13,78","R$ 13,78",/ps4-store-br/override-mech-city-brawl-game-39384/
Override: Mech City Brawl - Super Charged Mega Edition,"R$ 214,90","R$ 79,95","R$ 79,95","R$ 214,90","R$ 18,43","R$ 18,43",/ps4-store-br/override-mech-city-brawl-super-charged-mega-edition-game-39385/
Darksiders III,"R$ 299,90","R$ 68,97","R$ 53,97","R$ 299,90","R$ 68,97","R$ 53,97",/ps4-store-br/darksiders-iii-game-39404/
Darksiders III Blades and Whip Edition,"R$ 499,50","R$ 99,90","R$ 99,90","R$ 499,50","R$ 99,90","R$ 99,90",/ps4-store-br/darksiders-iii-blades-and-whip-edition-game-39413/
Darksiders III Digital Deluxe Edition,"R$ 399,50","R$ 79,90","R$ 79,90","R$ 399,50","R$ 79,90","R$ 79,90",/ps4-store-br/darksiders-iii-digital-deluxe-edition-game-39414/
Farming Simulator 19,"R$ 164,90","R$ 74,75","R$ 74,75","R$ 164,90","R$ 74,75",Free,/ps4-store-br/farming-simulator-19-game-39420/
Farming Simulator 19 - Premium Edition,"R$ 332,90","R$ 149,70","R$ 149,70","R$ 332,90","R$ 149,70","R$ 149,70",/ps4-store-br/farming-simulator-19-premium-edition-game-39421/
Fallout 76,"R$ 159,90","R$ 52,76","R$ 52,76","R$ 159,90","R$ 52,76","R$ 52,76",/ps4-store-br/fallout-76-game-39432/
Aces of the Luftwaffe - Squadron Extended Edition,"R$ 133,90","R$ 66,95","R$ 53,56","R$ 133,90","R$ 53,56","R$ 53,56",/ps4-store-br/aces-of-the-luftwaffe-squadron-extended-edition-game-39435/
Chimparty,"R$ 104,90","R$ 52,45","R$ 52,45","R$ 104,90","R$ 52,45","R$ 52,45",/ps4-store-br/chimparty-game-39436/
HITMAN™ 2,"R$ 249,99","R$ 49,99","R$ 49,99","R$ 249,99","R$ 49,99","R$ 49,99",/ps4-store-br/hitman-2-game-39439/
Knowledge is Power:Decades,"R$ 104,90","R$ 52,45","R$ 52,45","R$ 104,90","R$ 52,45","R$ 52,45",/ps4-store-br/knowledge-is-powerdecades-game-39440/
HITMAN 2 - Edição Ouro,"R$ 399,99","R$ 79,99","R$ 79,99","R$ 399,99","R$ 79,99","R$ 79,99",/ps4-store-br/hitman-2-edicao-ouro-game-39448/
Tetris® Effect,"R$ 199,50","R$ 99,75","R$ 99,75","R$ 199,50","R$ 82,45","R$ 82,45",/ps4-store-br/tetris-effect-game-39451/
The Sims™ 4 + Gatos e Cães – Bundle,"R$ 198,99","R$ 49,74","R$ 49,74","R$ 198,99","R$ 49,74","R$ 49,74",/ps4-store-br/the-sims-4-gatos-e-caes-bundle-game-39472/
Chicken Range,"R$ 99,99","R$ 29,99","R$ 24,99","R$ 99,99","R$ 29,99","R$ 24,99",/ps4-store-br/chicken-range-game-39486/
MudRunner - American Wilds Edition,"R$ 214,90","R$ 53,72","R$ 53,72","R$ 214,90","R$ 53,72","R$ 49,46",/ps4-store-br/mudrunner-american-wilds-edition-game-39500/
Nickelodeon Kart Racers,"R$ 149,50","R$ 37,37","R$ 37,37","R$ 149,50","R$ 37,37","R$ 37,37",/ps4-store-br/nickelodeon-kart-racers-game-39502/
SOULCALIBUR VI,"R$ 249,90","R$ 37,48","R$ 37,48","R$ 249,90","R$ 37,48","R$ 37,48",/ps4-store-br/soulcalibur-vi-game-39508/
Fast Striker,"R$ 37,50","R$ 11,25","R$ 11,25","R$ 37,50","R$ 11,25","R$ 11,25",/ps4-store-br/fast-striker-game-39515/
LEGO® DC Super-Vilões Edição Deluxe,"R$ 279,99","R$ 55,99","R$ 55,99","R$ 279,99","R$ 55,99","R$ 55,99",/ps4-store-br/lego-dc-super-viloes-edicao-deluxe-game-39522/
Disgaea 1 Complete,"R$ 207,90","R$ 83,16","R$ 83,16","R$ 207,90","R$ 83,16","R$ 83,16",/ps4-store-br/disgaea-1-complete-game-39534/
My Memory of Us,"R$ 122,90","R$ 30,72","R$ 18,43","R$ 122,90","R$ 30,72","R$ 18,43",/ps4-store-br/my-memory-of-us-game-39537/
Assassin’s Creed® Odyssey Gold Edition,"R$ 279,99","R$ 69,99","R$ 69,99","R$ 279,99","R$ 55,99","R$ 55,99",/ps4-store-br/assassins-creed-odyssey-gold-edition-game-39545/
F1 2018,"R$ 229,99","R$ 57,49","R$ 57,49","R$ 229,99","R$ 45,99","R$ 45,99",/ps4-store-br/f1-2018-game-39553/
Creed Rise to Glory™,"R$ 149,50","R$ 59,80","R$ 59,80","R$ 149,50","R$ 31,22","R$ 24,97",/ps4-store-br/creed-rise-to-glory-game-39561/
Anodyne,"R$ 53,90","R$ 10,78","R$ 5,39","R$ 53,90","R$ 10,78","R$ 5,39",/ps4-store-br/anodyne-game-39584/
Edição Ultimate do Tom Clancy’s Ghost Recon® Wildlands,"R$ 299,90","R$ 89,97","R$ 89,97","R$ 299,90","R$ 89,97","R$ 89,96",/ps4-store-br/edicao-ultimate-do-tom-clancys-ghost-recon-wildlands-game-39589/
Fishing Sim World®: Pro Tour,"R$ 99,50","R$ 39,80","R$ 39,80","R$ 99,50","R$ 34,82","R$ 34,82",/ps4-store-br/fishing-sim-world-pro-tour-game-39590/
Scribblenauts Mega Pack,"R$ 149,99","R$ 29,99","R$ 29,99","R$ 149,99","R$ 29,99","R$ 29,99",/ps4-store-br/scribblenauts-mega-pack-game-39597/
Ninjin: Clash of Carrots,"R$ 53,90","R$ 10,78","R$ 10,78","R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/ninjin-clash-of-carrots-game-39634/
Divinity: Original Sin 2 - Definitive Edition,"R$ 249,99","R$ 99,99","R$ 99,99","R$ 249,99","R$ 99,99","R$ 99,99",/ps4-store-br/divinity-original-sin-2-definitive-edition-game-39640/
NARUTO TO BORUTO: SHINOBI STRIKER,"R$ 249,90","R$ 37,48","R$ 37,48","R$ 249,90","R$ 37,48","R$ 37,48",/ps4-store-br/naruto-to-boruto-shinobi-striker-game-39641/
Phantom Doctrine,"R$ 214,90","R$ 42,98","R$ 42,98","R$ 214,90","R$ 41,22","R$ 32,23",/ps4-store-br/phantom-doctrine-game-39669/
Electronauts,"R$ 104,90","R$ 36,71","R$ 36,71","R$ 104,90","R$ 20,87","R$ 20,87",/ps4-store-br/electronauts-game-39703/
Disgaea 5 Complete Bundle,"R$ 164,90","R$ 82,45","R$ 82,45","R$ 164,90","R$ 74,20","R$ 74,20",/ps4-store-br/disgaea-5-complete-bundle-game-39710/
Aces of the Luftwaffe - Squadron,"R$ 79,90","R$ 31,96","R$ 19,97","R$ 79,90","R$ 31,25","R$ 19,97",/ps4-store-br/aces-of-the-luftwaffe-squadron-game-39732/
Mega Man X Legacy Collection 1+2,"R$ 179,99","R$ 89,99","R$ 89,99","R$ 179,99","R$ 89,99","R$ 89,99",/ps4-store-br/mega-man-x-legacy-collection-12-game-39741/
Chicken Assassin: Reloaded,"R$ 42,90","R$ 19,30","R$ 15,01","R$ 42,90","R$ 16,75","R$ 13,40",/ps4-store-br/chicken-assassin-reloaded-game-39753/
Mugsters,"R$ 79,90","R$ 15,98","R$ 15,98","R$ 79,90","R$ 15,98","R$ 15,98",/ps4-store-br/mugsters-game-39761/
LUMINES REMASTERED,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 31,25","R$ 31,25",/ps4-store-br/lumines-remastered-game-39781/
Rainbow Skies,"R$ 159,90","R$ 39,97","R$ 39,97","R$ 159,90","R$ 37,47","R$ 37,47",/ps4-store-br/rainbow-skies-game-39804/
Jurassic World Evolution,"R$ 249,50","R$ 57,38","R$ 57,38","R$ 249,50","R$ 49,90","R$ 49,90",/ps4-store-br/jurassic-world-evolution-game-39832/
Bloodstained: Curse of the Moon,"R$ 53,90","R$ 26,95","R$ 26,95","R$ 53,90","R$ 26,95","R$ 26,95",/ps4-store-br/bloodstained-curse-of-the-moon-game-39854/
ONRUSH DIGITAL DELUXE EDITION,"R$ 352,90","R$ 88,22","R$ 88,22","R$ 352,90","R$ 35,29","R$ 35,29",/ps4-store-br/onrush-digital-deluxe-edition-game-39859/
ONRUSH STANDARD DIGITAL EDITION,"R$ 124,50","R$ 12,37","R$ 12,37","R$ 124,50","R$ 9,90","R$ 7,42",/ps4-store-br/onrush-standard-digital-edition-game-39860/
Riddled Corpses EX,"R$ 53,90","R$ 10,78","R$ 8,08","R$ 53,90","R$ 8,30","R$ 8,08",/ps4-store-br/riddled-corpses-ex-game-39861/
Street Fighter 30th Anniversary Collection,"R$ 179,99","R$ 62,45","R$ 62,45","R$ 179,99","R$ 62,45","R$ 62,45",/ps4-store-br/street-fighter-30th-anniversary-collection-game-39887/
Attack on Titan 2,"R$ 249,90","R$ 149,94","R$ 149,94","R$ 249,90","R$ 124,95","R$ 124,95",/ps4-store-br/attack-on-titan-2-game-39901/
Overwatch: Legendary Edition,"R$ 229,99","R$ 75,89","R$ 75,89","R$ 229,99","R$ 75,89","R$ 75,89",/ps4-store-br/overwatch-legendary-edition-game-39911/
Conan Exiles,"R$ 249,50","R$ 112,27","R$ 112,27","R$ 249,50","R$ 95,95","R$ 76,76",/ps4-store-br/conan-exiles-game-39941/
DOOM + Wolfenstein II Bundle,"R$ 295,99","R$ 97,67","R$ 97,67","R$ 295,99","R$ 97,67","R$ 97,67",/ps4-store-br/doom-wolfenstein-ii-bundle-game-39945/
Skyrim Special Edition + Fallout 4 G.O.T.Y. Bundle,"R$ 295,99","R$ 147,99","R$ 147,99","R$ 295,99","R$ 109,51","R$ 109,51",/ps4-store-br/skyrim-special-edition-fallout-4-goty-bundle-game-39952/
Killing Floor: Incursion,"R$ 99,50","R$ 39,80","R$ 39,80","R$ 99,50","R$ 33,40","R$ 33,40",/ps4-store-br/killing-floor-incursion-game-39963/
God of War Digital Deluxe Edition,"R$ 119,90","R$ 80,33","R$ 80,33","R$ 119,90","R$ 79,13","R$ 79,13",/ps4-store-br/god-of-war-digital-deluxe-edition-game-39986/
Extinction,"R$ 130,90","R$ 18,73","R$ 18,73","R$ 130,90","R$ 18,73","R$ 18,73",/ps4-store-br/extinction-game-40000/
Extinction: Deluxe Edition,"R$ 199,50","R$ 29,92","R$ 29,92","R$ 199,50","R$ 22,48","R$ 22,48",/ps4-store-br/extinction-deluxe-edition-game-40001/
The Witch and the Hundred Knight 2,"R$ 207,90","R$ 83,16","R$ 83,16","R$ 207,90","R$ 62,37","R$ 62,37",/ps4-store-br/the-witch-and-the-hundred-knight-2-game-40034/
Ni no Kuni™ II: REVENANT KINGDOM,"R$ 299,90","R$ 44,98","R$ 44,98","R$ 299,90","R$ 44,98","R$ 44,98",/ps4-store-br/ni-no-kuni-ii-revenant-kingdom-game-40036/
Titan Quest,"R$ 149,50","R$ 52,32","R$ 52,32","R$ 149,50","R$ 31,22","R$ 31,22",/ps4-store-br/titan-quest-game-40052/
Burnout™ Paradise Remastered,"R$ 118,99","R$ 53,54","R$ 53,54","R$ 118,99","R$ 47,59","R$ 47,59",/ps4-store-br/burnout-paradise-remastered-game-40056/
Devil May Cry HD Collection and 4SE Bundle,"R$ 186,90","R$ 82,23","R$ 82,23","R$ 186,90","R$ 82,23","R$ 82,23",/ps4-store-br/devil-may-cry-hd-collection-and-4se-bundle-game-40066/
Frantics,"R$ 104,90","R$ 52,45","R$ 52,45","R$ 104,90","R$ 52,45","R$ 52,45",/ps4-store-br/frantics-game-40086/
Gravel,"R$ 164,90","R$ 18,73","R$ 18,73","R$ 164,90","R$ 18,73","R$ 18,73",/ps4-store-br/gravel-game-40102/
Konrad’s Kittens,"R$ 64,50","R$ 38,70","R$ 38,70","R$ 64,50","R$ 24,95","R$ 24,95",/ps4-store-br/konrads-kittens-game-40120/
SYMMETRY,"R$ 94,90","R$ 18,98","R$ 4,74","R$ 94,90","R$ 18,98","R$ 4,74",/ps4-store-br/symmetry-game-40133/
Xenon Valkyrie+,"R$ 53,90","R$ 10,78","R$ 5,39","R$ 53,90","R$ 8,08","R$ 5,39",/ps4-store-br/xenon-valkyrie-game-40136/
Sprint Vector,"R$ 159,90","R$ 47,97","R$ 47,97","R$ 159,90","R$ 31,22","R$ 31,22",/ps4-store-br/sprint-vector-game-40151/
Raw Data,"R$ 214,90","R$ 53,72","R$ 53,72","R$ 214,90","R$ 41,22","R$ 32,97",/ps4-store-br/raw-data-game-40155/
Aegis Defenders,"R$ 104,90","R$ 26,22","R$ 26,22","R$ 104,90","R$ 26,22","R$ 26,22",/ps4-store-br/aegis-defenders-game-40157/
DRAGON BALL FIGHTERZ - FighterZ Edition,"R$ 399,90","R$ 59,98","R$ 59,98","R$ 399,90","R$ 59,98","R$ 59,98",/ps4-store-br/dragon-ball-fighterz-fighterz-edition-game-40184/
SONIC FORCES Edição Digital Standard,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 39,95","R$ 39,95",/ps4-store-br/sonic-forces-edicao-digital-standard-game-40190/
Kerbal Space Program Enhanced Edition,"R$ 214,90","R$ 53,72","R$ 53,72","R$ 214,90","R$ 30,72","R$ 30,72",/ps4-store-br/kerbal-space-program-enhanced-edition-game-40207/
Grand Theft Auto V: Edição Premium,"R$ 114,90","R$ 57,45","R$ 57,45","R$ 114,90","R$ 57,45","R$ 57,45",/ps4-store-br/grand-theft-auto-v-edicao-premium-game-40237/
Vegas Party,"R$ 64,50","R$ 19,35","R$ 16,12","R$ 64,50","R$ 19,35","R$ 16,12",/ps4-store-br/vegas-party-game-40268/
Dead Rising 4: Frank’s Big Package,"R$ 149,99","R$ 37,49","R$ 37,49","R$ 149,99","R$ 37,49","R$ 37,49",/ps4-store-br/dead-rising-4-franks-big-package-game-40282/
Arizona Sunshine®,"R$ 214,90","R$ 64,47","R$ 64,47","R$ 214,90","R$ 41,22","R$ 41,22",/ps4-store-br/arizona-sunshine-game-40296/
DOOM VFR,"R$ 124,90","R$ 37,47","R$ 37,47","R$ 124,90","R$ 37,47","R$ 37,47",/ps4-store-br/doom-vfr-game-40302/
Loading Human - Chapter 1,"R$ 129,99","R$ 19,49","R$ 19,49","R$ 129,99","R$ 19,49","R$ 19,49",/ps4-store-br/loading-human-chapter-1-game-40316/
The Count Lucanor,"R$ 79,90","R$ 23,97","R$ 23,97","R$ 79,90","R$ 7,50","R$ 7,50",/ps4-store-br/the-count-lucanor-game-40369/
The Sims™ 4 Edição Festa Deluxe,"R$ 198,99","R$ 49,74","R$ 49,74","R$ 198,99","R$ 47,75","R$ 47,75",/ps4-store-br/the-sims-4-edicao-festa-deluxe-game-40374/
Demon Gaze II,"R$ 199,50","R$ 49,87","R$ 49,87","R$ 199,50","R$ 41,22","R$ 41,22",/ps4-store-br/demon-gaze-ii-game-40381/
LEGO® Marvel Super Heroes 2,"R$ 79,99","R$ 19,99","R$ 19,99","R$ 79,99","R$ 19,99","R$ 19,99",/ps4-store-br/lego-marvel-super-heroes-2-game-40384/
Road Rage,"R$ 104,90","R$ 15,73","R$ 15,73","R$ 104,90","R$ 12,52","R$ 12,52",/ps4-store-br/road-rage-game-40387/
Need for Speed™ Payback - Deluxe Edition,"R$ 158,99","R$ 79,49","R$ 71,54","R$ 158,99","R$ 47,69","R$ 47,69",/ps4-store-br/need-for-speed-payback-deluxe-edition-game-40389/
Wuppo - Deluxe Edition,"R$ 79,99","R$ 15,99","R$ 15,99","R$ 79,99","R$ 15,99","R$ 15,99",/ps4-store-br/wuppo-deluxe-edition-game-40391/
Wuppo - Super Deluxe Edition,"R$ 89,99","R$ 17,99","R$ 17,99","R$ 89,99","R$ 17,99","R$ 17,99",/ps4-store-br/wuppo-super-deluxe-edition-game-40392/
Assassin’s Creed® Origins Gold Edition,"R$ 299,90","R$ 59,98","R$ 59,98","R$ 299,90","R$ 59,98","R$ 59,98",/ps4-store-br/assassins-creed-origins-gold-edition-game-40424/
Hidden Agenda,"R$ 39,90","R$ 23,94","R$ 23,94","R$ 39,90","R$ 19,95","R$ 19,95",/ps4-store-br/hidden-agenda-game-40436/
Knowledge is Power,"R$ 49,50","R$ 29,70","R$ 29,70","R$ 49,50","R$ 24,75","R$ 24,75",/ps4-store-br/knowledge-is-power-game-40437/
Rapala Fishing: Pro Series,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 24,87","R$ 24,87",/ps4-store-br/rapala-fishing-pro-series-game-40440/
Yomawari: Midnight Shadows,"R$ 99,50","R$ 39,80","R$ 39,80","R$ 99,50","R$ 25,05","R$ 25,05",/ps4-store-br/yomawari-midnight-shadows-game-40446/
The Metronomicon: Slay the Dance Floor - Deluxe,"R$ 133,90","R$ 40,17","R$ 26,78","R$ 133,90","R$ 36,36","R$ 26,78",/ps4-store-br/the-metronomicon-slay-the-dance-floor-deluxe-game-40454/
ELEX,"R$ 199,99","R$ 49,99","R$ 49,99","R$ 199,99","R$ 33,99","R$ 29,99",/ps4-store-br/elex-game-40463/
Gran Turismo Sport,"R$ 79,99","R$ 39,99","R$ 39,99","R$ 79,99","R$ 39,99","R$ 39,99",/ps4-store-br/gran-turismo-sport-game-40464/
ARK: Survival Evolved Explorer’s Edition,"R$ 373,90","R$ 93,47","R$ 93,47","R$ 373,90","R$ 93,47","R$ 74,78",/ps4-store-br/ark-survival-evolved-explorers-edition-game-40497/
Fallout 4: Game of the Year Edition,"R$ 249,90","R$ 82,46","R$ 82,46","R$ 249,90","R$ 44,97","R$ 44,97",/ps4-store-br/fallout-4-game-of-the-year-edition-game-40515/
Blackguards 2,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 20,87","R$ 20,87",/ps4-store-br/blackguards-2-game-40533/
Marvel vs. Capcom: Infinite - Standard Edition,"R$ 179,99","R$ 44,99","R$ 44,99","R$ 179,99","R$ 44,99","R$ 44,99",/ps4-store-br/marvel-vs-capcom-infinite-standard-edition-game-40541/
Baja: Edge of Control HD,"R$ 119,90","R$ 29,97","R$ 29,97","R$ 119,90","R$ 17,98","R$ 17,98",/ps4-store-br/baja-edge-of-control-hd-game-40556/
Planet of the Eyes,"R$ 41,50","R$ 8,30","R$ 8,30","R$ 41,50","R$ 8,30","R$ 8,30",/ps4-store-br/planet-of-the-eyes-game-40560/
Ys VIII: Lacrimosa of DANA,"R$ 249,90","R$ 82,46","R$ 82,46","R$ 249,90","R$ 82,46","R$ 82,46",/ps4-store-br/ys-viii-lacrimosa-of-dana-game-40565/
Dead Alliance™,"R$ 149,99","R$ 22,49","R$ 22,49","R$ 149,99","R$ 22,49","R$ 22,49",/ps4-store-br/dead-alliance-game-40589/
Dead Alliance™: Multiplayer Edition,"R$ 104,90","R$ 15,73","R$ 15,73","R$ 104,90","R$ 12,52","R$ 12,52",/ps4-store-br/dead-alliance-multiplayer-edition-game-40590/
RESIDENT EVIL REVELATIONS,"R$ 129,99","R$ 51,99","R$ 51,99","R$ 129,99","R$ 51,99","R$ 51,99",/ps4-store-br/resident-evil-revelations-game-40598/
The Metronomicon: Slay the Dance Floor,"R$ 104,90","R$ 31,47","R$ 20,98","R$ 104,90","R$ 29,22","R$ 20,98",/ps4-store-br/the-metronomicon-slay-the-dance-floor-game-40603/
Agents of Mayhem,"R$ 99,50","R$ 14,92","R$ 14,92","R$ 99,50","R$ 14,92","R$ 14,92",/ps4-store-br/agents-of-mayhem-game-40632/
Sonic Mania,"R$ 65,99","R$ 32,99","R$ 32,99","R$ 65,99","R$ 32,99","R$ 32,99",/ps4-store-br/sonic-mania-game-40639/
Mega Man Legacy Collection 1 and 2 Combo Pack,"R$ 159,99","R$ 79,99","R$ 79,99","R$ 159,99","R$ 79,99","R$ 79,99",/ps4-store-br/mega-man-legacy-collection-1-and-2-combo-pack-game-40653/
Sine Mora EX,"R$ 79,90","R$ 23,97","R$ 15,98","R$ 79,90","R$ 15,98","R$ 15,98",/ps4-store-br/sine-mora-ex-game-40655/
Demetrios - The BIG Cynical Adventure,"R$ 53,90","R$ 10,78","R$ 5,39","R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/demetrios-the-big-cynical-adventure-game-40658/
Sundered®: Eldritch Edition,"R$ 61,50","R$ 15,37","R$ 12,29","R$ 61,50","R$ 12,30","R$ 12,29",/ps4-store-br/sundered-eldritch-edition-game-40666/
That’s You!,"R$ 39,90","R$ 23,94","R$ 23,94","R$ 39,90","R$ 23,94","R$ 23,94",/ps4-store-br/thats-you-game-40710/
Crash Bandicoot™ N. Sane Trilogy,"R$ 179,50","R$ 89,75","R$ 89,75","R$ 179,50","R$ 74,95","R$ 74,95",/ps4-store-br/crash-bandicoot-n-sane-trilogy-game-40714/
Pacote Familiar EA,"R$ 199,50","R$ 29,92","R$ 19,94","R$ 199,50","R$ 26,92","R$ 19,94",/ps4-store-br/pacote-familiar-ea-game-40716/
ARK: Survival Evolved,"R$ 207,90","R$ 41,58","R$ 41,58","R$ 207,90","R$ 41,58","R$ 41,58",/ps4-store-br/ark-survival-evolved-game-40754/
DiRT 4,"R$ 124,50","R$ 24,87","R$ 24,87","R$ 124,50","R$ 20,78","R$ 20,78",/ps4-store-br/dirt-4-game-40758/
The Elder Scrolls Online,"R$ 83,50","R$ 33,40","R$ 33,40","R$ 83,50","R$ 33,40","R$ 33,40",/ps4-store-br/the-elder-scrolls-online-game-40765/
TEKKEN 7,"R$ 207,90","R$ 41,58","R$ 41,58","R$ 207,90","R$ 41,58","R$ 41,58",/ps4-store-br/tekken-7-game-40772/
Injustice™ 2,"R$ 119,90","R$ 29,97","R$ 29,97","R$ 119,90","R$ 29,97","R$ 29,97",/ps4-store-br/injustice-2-game-40809/
Tango Fiesta,"R$ 53,90","R$ 16,17","R$ 16,17","R$ 53,90","R$ 10,78","R$ 10,78",/ps4-store-br/tango-fiesta-game-40813/
The Surge,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 20,87","R$ 19,89",/ps4-store-br/the-surge-game-40814/
Birthdays the Beginning,"R$ 199,50","R$ 69,82","R$ 69,82","R$ 199,50","R$ 41,22","R$ 34,62",/ps4-store-br/birthdays-the-beginning-game-40818/
Resident Evil™ Code: Veronica X,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 31,25","R$ 31,25",/ps4-store-br/resident-evil-code-veronica-x-game-40830/
Darksiders: Fury’s Collection - War and Death,"R$ 164,90","R$ 32,98","R$ 32,98","R$ 164,90","R$ 32,98","R$ 32,98",/ps4-store-br/darksiders-furys-collection-war-and-death-game-40836/
Euro Fishing,"R$ 104,90","R$ 26,22","R$ 26,22","R$ 104,90","R$ 20,87","R$ 20,87",/ps4-store-br/euro-fishing-game-40867/
Troll and I™,"R$ 124,90","R$ 18,73","R$ 18,73","R$ 124,90","R$ 18,73","R$ 18,73",/ps4-store-br/troll-and-i-game-40920/
Gem Smashers,"R$ 31,90","R$ 9,57","R$ 7,97","R$ 31,90","R$ 9,57","R$ 7,97",/ps4-store-br/gem-smashers-game-40938/
Sublevel Zero - Redux,"R$ 104,90","R$ 31,47","R$ 31,47","R$ 104,90","R$ 20,98","R$ 20,98",/ps4-store-br/sublevel-zero-redux-game-40941/
Ride 2,"R$ 149,90","R$ 14,95","R$ 14,95","R$ 149,90","R$ 14,95","R$ 14,95",/ps4-store-br/ride-2-game-40974/
Sniper Elite 4,"R$ 319,90","R$ 31,99","R$ 31,99","R$ 319,90","R$ 31,99","R$ 31,99",/ps4-store-br/sniper-elite-4-game-40976/
Sniper Elite 4 Deluxe Edition,"R$ 373,90","R$ 37,39","R$ 37,39","R$ 373,90","R$ 37,39","R$ 37,39",/ps4-store-br/sniper-elite-4-deluxe-edition-game-40977/
VR Ping Pong,"R$ 79,90","R$ 23,97","R$ 23,97","R$ 79,90","R$ 15,98","R$ 15,98",/ps4-store-br/vr-ping-pong-game-40985/
NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4 ROAD TO BORUTO,"R$ 207,90","R$ 62,37","R$ 62,37","R$ 207,90","R$ 51,97","R$ 51,97",/ps4-store-br/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto-game-40989/
Valentino Rossi The Game Compact,"R$ 53,90","R$ 10,78","R$ 10,78","R$ 53,90","R$ 10,78","R$ 10,78",/ps4-store-br/valentino-rossi-the-game-compact-game-40998/
RESIDENT EVIL 7 biohazard,"R$ 149,99","R$ 49,75","R$ 49,75","R$ 149,99","R$ 49,75","R$ 49,75",/ps4-store-br/resident-evil-7-biohazard-game-41006/
TALES OF BERSERIA,"R$ 249,99","R$ 41,75","R$ 41,75","R$ 249,99","R$ 25,05","R$ 25,05",/ps4-store-br/tales-of-berseria-game-41008/
2064: Read Only Memories,"R$ 104,90","R$ 41,96","R$ 20,98","R$ 104,90","R$ 20,98","R$ 15,73",/ps4-store-br/2064-read-only-memories-game-41011/
Darksiders Warmastered Edition,"R$ 99,50","R$ 19,90","R$ 19,90","R$ 99,50","R$ 19,90","R$ 19,90",/ps4-store-br/darksiders-warmastered-edition-game-41080/
Killing Floor 2,"R$ 149,50","R$ 37,37","R$ 37,37","R$ 149,50","R$ 37,37","R$ 37,37",/ps4-store-br/killing-floor-2-game-41084/
Watch Dogs 2 - Gold Edition,"R$ 239,99","R$ 47,99","R$ 47,99","R$ 239,99","R$ 47,99","R$ 47,99",/ps4-store-br/watch-dogs-2-gold-edition-game-41094/
Cartoon Network: Battle Crashers,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 22,88","R$ 22,88",/ps4-store-br/cartoon-network-battle-crashers-game-41100/
DRAGON BALL XENOVERSE Super Bundle,"R$ 424,50","R$ 67,92","R$ 67,92","R$ 424,50","R$ 48,88","R$ 48,88",/ps4-store-br/dragon-ball-xenoverse-super-bundle-game-41114/
The Elder Scrolls V: Skyrim Special Edition,"R$ 132,00","R$ 52,80","R$ 52,80","R$ 132,00","R$ 46,20","R$ 46,20",/ps4-store-br/the-elder-scrolls-v-skyrim-special-edition-game-41116/
Big Buck Hunter Arcade,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 24,87","R$ 24,87",/ps4-store-br/big-buck-hunter-arcade-game-41119/
Battlefield™ 1,"R$ 78,99","R$ 23,69","R$ 23,69","R$ 78,99","R$ 11,84","R$ 11,84",/ps4-store-br/battlefield-1-game-41135/
HoPiKo,"R$ 37,50","R$ 11,25","R$ 11,25","R$ 37,50","R$ 3,75","R$ 3,75",/ps4-store-br/hopiko-game-41142/
O Pacote Jackbox Party 3,"R$ 133,90","R$ 73,64","R$ 73,64","R$ 133,90","R$ 62,34","R$ 62,34",/ps4-store-br/o-pacote-jackbox-party-3-game-41145/
Valentino Rossi The Game,"R$ 99,50","R$ 24,87","R$ 24,87","R$ 99,50","R$ 24,87","R$ 24,87",/ps4-store-br/valentino-rossi-the-game-game-41152/
Virginia – Pacote de Edição Especial,"R$ 59,50","R$ 17,85","R$ 17,85","R$ 59,50","R$ 17,85","R$ 17,85",/ps4-store-br/virginia-pacote-de-edicao-especial-game-41178/
