Title,Original Price,Promotional Price,Psplus Price,url_games
DRAGON QUEST HEROES: The World Tree’s Woe and the Blight Below,"R$ 199,50","R$ 102,25","R$ 102,25",/ps4-store-br/dragon-quest-heroes-the-world-trees-woe-and-the-blight-below-game-41670/
Grand Ages: Medieval,"R$ 199,50","R$ 24,73","R$ 24,73",/ps4-store-br/grand-ages-medieval-game-41672/
Journey™ Collector’s Edition,"R$ 199,50","R$ 33,59","R$ 33,59",/ps4-store-br/journey-collectors-edition-game-41689/
The Book of Unwritten Tales 2,"R$ 199,50","R$ 16,70","R$ 16,70",/ps4-store-br/the-book-of-unwritten-tales-2-game-41705/
Overruled!,"R$ 199,50","R$ 15,98","R$ 15,98",/ps4-store-br/overruled-game-41709/
Beyond Eyes,"R$ 199,50","R$ 15,98","R$ 15,98",/ps4-store-br/beyond-eyes-game-41712/
Tearaway™ Unfolded,"R$ 199,50","R$ 97,80","R$ 97,80",/ps4-store-br/tearaway-unfolded-game-41716/
Nova-111,"R$ 199,50","R$ 8,08","R$ 8,08",/ps4-store-br/nova-111-game-41733/
Legend of Kay Anniversary,"R$ 199,50","R$ 56,38","R$ 56,38",/ps4-store-br/legend-of-kay-anniversary-game-41769/
The Swindle,"R$ 199,50","R$ 9,37","R$ 9,37",/ps4-store-br/the-swindle-game-41773/
Hatoful Boyfriend,"R$ 199,50","R$ 10,78","R$ 10,78",/ps4-store-br/hatoful-boyfriend-game-41777/
The Escapists,"R$ 199,50","R$ 20,87","R$ 20,87",/ps4-store-br/the-escapists-game-41822/
The Last of Us: Left Behind Stand Alone,"R$ 199,50","R$ 20,75","R$ 20,75",/ps4-store-br/the-last-of-us-left-behind-stand-alone-game-41848/
Ultratron,"R$ 199,50","R$ 6,22","R$ 6,22",/ps4-store-br/ultratron-game-41850/
Project Root,"R$ 199,50","R$ 18,86","R$ 13,47",/ps4-store-br/project-root-game-41859/
Infinity Runner,"R$ 199,50","R$ 8,85","R$ 8,85",/ps4-store-br/infinity-runner-game-41862/
LA Cops,"R$ 199,50","R$ 19,97","R$ 19,97",/ps4-store-br/la-cops-game-41863/
Stealth Inc 2: A Game of Clones,"R$ 199,50","R$ 8,08","R$ 8,08",/ps4-store-br/stealth-inc-2-a-game-of-clones-game-41875/
Zombie Army Trilogy,"R$ 199,50","R$ 34,29","R$ 34,29",/ps4-store-br/zombie-army-trilogy-game-41901/
LIMBO,"R$ 199,50","R$ 10,37","R$ 10,37",/ps4-store-br/limbo-game-41904/
Dying Light,"R$ 199,50","R$ 51,99","R$ 51,99",/ps4-store-br/dying-light-game-41919/
Grim Fandango Remastered,"R$ 199,50","R$ 15,98","R$ 15,98",/ps4-store-br/grim-fandango-remastered-game-41920/
Motorcycle Club,"R$ 199,50","R$ 50,97","R$ 50,97",/ps4-store-br/motorcycle-club-game-41923/
Saints Row: Gat Out of Hell,"R$ 199,50","R$ 9,19","R$ 9,19",/ps4-store-br/saints-row-gat-out-of-hell-game-41925/
Saints Row IV Re-Elected ,"R$ 199,50","R$ 13,39","R$ 13,39",/ps4-store-br/saints-row-iv-re-elected-game-41926/
The Order: 1886™,"R$ 199,50","R$ 64,99","R$ 64,99",/ps4-store-br/the-order-1886-game-41929/
Trine Enchanted Edition,"R$ 199,50","R$ 15,98","R$ 15,98",/ps4-store-br/trine-enchanted-edition-game-41934/
Assassin’s Creed® Unity,"R$ 199,50","R$ 29,99","R$ 29,99",/ps4-store-br/assassins-creed-unity-game-41967/
LEGO® Batman™ 3: Além de Gotham Edição Luxo,"R$ 199,50","R$ 36,49","R$ 36,49",/ps4-store-br/lego-batman-3-alem-de-gotham-edicao-luxo-game-41969/
MotoGP™14,"R$ 199,50","R$ 9,99","R$ 9,99",/ps4-store-br/motogp14-game-41976/
Call of Duty®: Advanced Warfare - Edição Digital Pro,"R$ 199,50","R$ 165,96","R$ 165,96",/ps4-store-br/call-of-duty-advanced-warfare-edicao-digital-pro-game-41979/
Lone Survivor: The Director’s Cut,"R$ 199,50","R$ 8,08","R$ 8,08",/ps4-store-br/lone-survivor-the-directors-cut-game-41993/
Shadow Warrior,"R$ 124,90","R$ 24,98","R$ 24,98",/ps4-store-br/shadow-warrior-game-42006/
NAtURAL DOCtRINE,"R$ 124,90","R$ 12,90","R$ 12,90",/ps4-store-br/natural-doctrine-game-42010/
Defense Grid 2,"R$ 124,90","R$ 15,62","R$ 15,62",/ps4-store-br/defense-grid-2-game-42014/
Metro: Last Light Redux,"R$ 124,90","R$ 15,73","R$ 15,73",/ps4-store-br/metro-last-light-redux-game-42023/
Metro Redux,"R$ 124,90","R$ 19,99","R$ 19,99",/ps4-store-br/metro-redux-game-42024/
Valiant Hearts: The Great War™,"R$ 124,90","R$ 8,12","R$ 8,12",/ps4-store-br/valiant-hearts-the-great-war-game-42052/
Titan Attacks!,"R$ 124,90","R$ 6,22","R$ 6,22",/ps4-store-br/titan-attacks-game-42066/
Pure Chess® Complete Bundle,"R$ 124,90","R$ 26,22","R$ 26,22",/ps4-store-br/pure-chess-complete-bundle-game-42075/
Stealth Inc: Ultimate Edition,"R$ 124,90","R$ 11,98","R$ 11,98",/ps4-store-br/stealth-inc-ultimate-edition-game-42085/
Battlefield 4™,"R$ 124,90","R$ 39,80","R$ 39,80",/ps4-store-br/battlefield-4-game-42110/
Injustice: Gods Among Us Ultimate Edition,"R$ 124,90","R$ 20,87","R$ 20,87",/ps4-store-br/injustice-gods-among-us-ultimate-edition-game-42114/
Trine 2: Complete Story,"R$ 124,90","R$ 20,98","R$ 20,98",/ps4-store-br/trine-2-complete-story-game-42121/
Need for Speed™ Hot Pursuit Remastered,"R$ 124,90","R$ 99,45","R$ 99,45",/ps4-store-br/need-for-speed-hot-pursuit-remastered-game-63045/
Maid of Sker,"R$ 124,90","R$ 95,60","R$ 95,60",/ps4-store-br/maid-of-sker-game-59107/
Even the Ocean,"R$ 124,90","R$ 47,94","R$ 47,94",/ps4-store-br/even-the-ocean-game-60106/
Strawberry Vinegar,"R$ 124,90","R$ 32,34","R$ 32,34",/ps4-store-br/strawberry-vinegar-game-56604/
Guard Duty,"R$ 124,90","R$ 26,95","R$ 26,95",/ps4-store-br/guard-duty-game-55103/
Streets Of Rage 4,"R$ 124,90","R$ 67,53","R$ 67,53",/ps4-store-br/streets-of-rage-4-game-55524/
Down the Rabbit Hole,"R$ 124,90","R$ 54,27","R$ 54,27",/ps4-store-br/down-the-rabbit-hole-game-55546/
Thy Sword,"R$ 124,90","R$ 26,95","R$ 26,95",/ps4-store-br/thy-sword-game-55838/
Tour de France 2020,"R$ 124,90","R$ 99,80","R$ 99,80",/ps4-store-br/tour-de-france-2020-game-56677/
Conjunto de Jogos LEGO®,"R$ 124,90","R$ 139,96","R$ 119,96",/ps4-store-br/conjunto-de-jogos-lego-game-55969/
Concept Destruction PS4 and PS5,"R$ 124,90","R$ 17,48","R$ 17,48",/ps4-store-br/concept-destruction-ps4-and-ps5-game-56054/
White Day - Ultimate Horror Edition,"R$ 124,90","R$ 98,94","R$ 98,94",/ps4-store-br/white-day-ultimate-horror-edition-game-56061/
The Suicide of Rachel Foster,"R$ 124,90","R$ 52,45","R$ 52,45",/ps4-store-br/the-suicide-of-rachel-foster-game-61433/
The Sinking City: Necronomicon Edition,"R$ 124,90","R$ 79,98","R$ 79,98",/ps4-store-br/the-sinking-city-necronomicon-edition-game-68430/
Radio Squid,"R$ 124,90","R$ 12,10","R$ 12,10",/ps4-store-br/radio-squid-game-57211/
Ultracore,"R$ 124,90","R$ 62,94","R$ 62,94",/ps4-store-br/ultracore-game-57404/
A Summer with the Shiba Inu,"R$ 124,90","R$ 32,34","R$ 32,34",/ps4-store-br/a-summer-with-the-shiba-inu-game-57462/
Dungeons 3 - Complete Collection,"R$ 124,90","R$ 118,19","R$ 107,44",/ps4-store-br/dungeons-3-complete-collection-game-57621/
Tomb Raider: Definitive Edition,"R$ 124,90","R$ 12,52","R$ 12,52",/ps4-store-br/tomb-raider-definitive-edition-game-57670/
The Catch: Carp and Coarse Fishing,"R$ 124,90","R$ 60,25","R$ 60,25",/ps4-store-br/the-catch-carp-and-coarse-fishing-game-57717/
Clash Force,"R$ 124,90","R$ 16,14","R$ 16,14",/ps4-store-br/clash-force-game-57856/
Danganronpa V3: Killing Harmony,"R$ 124,90","R$ 79,80","R$ 79,80",/ps4-store-br/danganronpa-v3-killing-harmony-game-63324/
Alphadia Genesis,"R$ 124,90","R$ 55,93","R$ 55,93",/ps4-store-br/alphadia-genesis-game-61085/
Ultra Hat Dimension,"R$ 124,90","R$ 14,79","R$ 14,79",/ps4-store-br/ultra-hat-dimension-game-58308/
Hunting Simulator 2 Bear Hunter Edition,"R$ 124,90","R$ 124,95","R$ 124,95",/ps4-store-br/hunting-simulator-2-bear-hunter-edition-game-58314/
Jupiter and Mars,"R$ 124,90","R$ 22,35","R$ 22,35",/ps4-store-br/jupiter-and-mars-game-58604/
Jisei: The First Case HD,"R$ 124,90","R$ 16,14","R$ 16,14",/ps4-store-br/jisei-the-first-case-hd-game-58627/
Train Sim World® 2: Deluxe Edition,"R$ 124,90","R$ 93,55","R$ 93,55",/ps4-store-br/train-sim-world-2-deluxe-edition-game-60325/
WW1 Game Series Bundle,"R$ 124,90","R$ 75,16","R$ 75,16",/ps4-store-br/ww1-game-series-bundle-game-58951/
Tannenberg,"R$ 124,90","R$ 52,45","R$ 52,45",/ps4-store-br/tannenberg-game-58981/
Nicole,"R$ 124,90","R$ 59,94","R$ 59,94",/ps4-store-br/nicole-game-59076/
UNRAILED!,"R$ 124,90","R$ 49,95","R$ 49,95",/ps4-store-br/unrailed-game-62308/
Hellpoint,"R$ 124,90","R$ 103,34","R$ 103,34",/ps4-store-br/hellpoint-game-59240/
Reflection Of Mine,"R$ 124,90","R$ 25,74","R$ 25,74",/ps4-store-br/reflection-of-mine-game-63283/
pixelBOT EXTREME!,"R$ 124,90","R$ 37,73","R$ 37,73",/ps4-store-br/pixelbot-extreme-game-59459/
RogueCube,"R$ 124,90","R$ 14,79","R$ 14,79",/ps4-store-br/roguecube-game-59462/
The Sinking City,"R$ 124,90","R$ 59,98","R$ 59,98",/ps4-store-br/the-sinking-city-game-68429/
Prehistoric Dude,"R$ 124,90","R$ 14,79","R$ 14,79",/ps4-store-br/prehistoric-dude-game-59744/
Is It Wrong to Try to Pick Up Girls in a Dungeon? Familia Myth Infinite Combate,"R$ 124,90","R$ 133,66","R$ 133,66",/ps4-store-br/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon-familia-myth-infinite-combate-game-59754/
Immortal Realms: Vampire Wars,"R$ 124,90","R$ 124,74","R$ 124,74",/ps4-store-br/immortal-realms-vampire-wars-game-60896/
Shing!,"R$ 124,90","R$ 52,45","R$ 26,22",/ps4-store-br/shing-game-60901/
Kerbal Space Program Enhanced Edition Complete,"R$ 124,90","R$ 143,95","R$ 143,95",/ps4-store-br/kerbal-space-program-enhanced-edition-complete-game-61893/
Deponia,"R$ 53,90","R$ 5,39","R$ 5,39",/ps4-store-br/deponia-game-61912/
Commandos 2 - HD Remaster,"R$ 53,90","R$ 64,67","R$ 59,69",/ps4-store-br/commandos-2-hd-remaster-game-62127/
Praetorians - HD Remaster,"R$ 53,90","R$ 59,70","R$ 59,70",/ps4-store-br/praetorians-hd-remaster-game-62129/
Tamiku,"R$ 53,90","R$ 16,14","R$ 16,14",/ps4-store-br/tamiku-game-62130/
Tennis World Tour 2 Ace Edition,"R$ 53,90","R$ 159,95","R$ 159,95",/ps4-store-br/tennis-world-tour-2-ace-edition-game-62229/
Jet Set Knights,"R$ 53,90","R$ 32,34","R$ 32,34",/ps4-store-br/jet-set-knights-game-62237/
Tennis World Tour 2,"R$ 53,90","R$ 99,75","R$ 99,75",/ps4-store-br/tennis-world-tour-2-game-62241/
The Catch: Carp and Coarse - Deluxe Edition,"R$ 53,90","R$ 63,96","R$ 63,96",/ps4-store-br/the-catch-carp-and-coarse-deluxe-edition-game-62277/
Liege Dragon,"R$ 53,90","R$ 55,93","R$ 55,93",/ps4-store-br/liege-dragon-game-62888/
ROBOTICS;NOTES DaSH,"R$ 53,90","R$ 104,70","R$ 104,70",/ps4-store-br/roboticsnotes-dash-game-63428/
ROBOTICS;NOTES DOUBLE PACK,"R$ 53,90","R$ 191,94","R$ 191,94",/ps4-store-br/roboticsnotes-double-pack-game-63429/
ROBOTICS;NOTES ELITE,"R$ 53,90","R$ 104,70","R$ 104,70",/ps4-store-br/roboticsnotes-elite-game-63430/
Torchlight III,"R$ 53,90","R$ 107,45","R$ 107,45",/ps4-store-br/torchlight-iii-game-63489/
Two Parsecs from Earth,"R$ 53,90","R$ 27,88","R$ 27,88",/ps4-store-br/two-parsecs-from-earth-game-63598/
CrossKrush PS4 and PS5,"R$ 53,90","R$ 16,14","R$ 16,14",/ps4-store-br/crosskrush-ps4-and-ps5-game-64062/
NHL™ 21,"R$ 53,90","R$ 119,56","R$ 119,56",/ps4-store-br/nhl-21-game-63952/
Monster Truck Championship,"R$ 53,90","R$ 99,75","R$ 99,75",/ps4-store-br/monster-truck-championship-game-64060/
Monster Truck Championship Rebel Hunter Edition,"R$ 53,90","R$ 132,45","R$ 132,45",/ps4-store-br/monster-truck-championship-rebel-hunter-edition-game-64061/
The Dark Pictures Anthology: Little Hope,"R$ 53,90","R$ 98,67","R$ 98,67",/ps4-store-br/the-dark-pictures-anthology-little-hope-game-64948/
Umihara Kawase BaZooKa!,"R$ 53,90","R$ 89,70","R$ 89,70",/ps4-store-br/umihara-kawase-bazooka-game-64956/
Ord.,"R$ 53,90","R$ 17,48","R$ 17,48",/ps4-store-br/ord-game-65041/
Dragon Lapis,"R$ 53,90","R$ 55,93","R$ 55,93",/ps4-store-br/dragon-lapis-game-65272/
Handball 21,"R$ 53,90","R$ 99,75","R$ 99,75",/ps4-store-br/handball-21-game-65793/
Warhammer: Chaosbane Slayer Edition,"R$ 53,90","R$ 159,95","R$ 159,95",/ps4-store-br/warhammer-chaosbane-slayer-edition-game-66000/
Katamari Damacy REROLL,"R$ 53,90","R$ 98,67","R$ 98,67",/ps4-store-br/katamari-damacy-reroll-game-66182/
Micetopia,"R$ 53,90","R$ 18,83","R$ 18,83",/ps4-store-br/micetopia-game-66184/
Empire of Sin - Deluxe Edition,"R$ 53,90","R$ 185,43","R$ 185,43",/ps4-store-br/empire-of-sin-deluxe-edition-game-66613/
Empire of Sin - Premium Edition,"R$ 53,90","R$ 262,43","R$ 262,43",/ps4-store-br/empire-of-sin-premium-edition-game-66614/
Paw Paw Paw,"R$ 53,90","R$ 35,03","R$ 35,03",/ps4-store-br/paw-paw-paw-game-66626/
Wildfire,"R$ 53,90","R$ 59,92","R$ 59,92",/ps4-store-br/wildfire-game-66728/
PACOTE TRIPLO DA EA STAR WARS™,"R$ 53,90","R$ 249,50","R$ 249,50",/ps4-store-br/pacote-triplo-da-ea-star-wars-game-66764/
The Outer Worlds: Pacote Aprovado pela Diretoria,"R$ 53,90","R$ 331,42","R$ 331,42",/ps4-store-br/the-outer-worlds-pacote-aprovado-pela-diretoria-game-66765/
Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,"R$ 53,90","R$ 239,92","R$ 239,92",/ps4-store-br/rezero-starting-life-in-another-world-the-prophecy-of-the-throne-game-66880/
Autumn’s Journey,"R$ 53,90","R$ 18,83","R$ 18,83",/ps4-store-br/autumns-journey-game-66931/
Shady Part of Me,"R$ 53,90","R$ 59,92","R$ 59,92",/ps4-store-br/shady-part-of-me-game-67186/
Override 2: Super Mech League,"R$ 53,90","R$ 97,17","R$ 97,17",/ps4-store-br/override-2-super-mech-league-game-67659/
Edição de Luxo de Paladins,"R$ 53,90","R$ 214,33","R$ 214,33",/ps4-store-br/edicao-de-luxo-de-paladins-game-69044/
Edição de Ouro de Paladins,"R$ 53,90","R$ 119,92","R$ 119,92",/ps4-store-br/edicao-de-ouro-de-paladins-game-69045/
Edição Inicial de Paladins,"R$ 53,90","R$ 43,12","R$ 43,12",/ps4-store-br/edicao-inicial-de-paladins-game-69046/
How to take off your Mask Remastered,"R$ 53,90","R$ 63,92","R$ 63,92",/ps4-store-br/how-to-take-off-your-mask-remastered-game-69118/
Steamroll: Rustless Edition,"R$ 53,90","R$ 40,42","R$ 37,72",/ps4-store-br/steamroll-rustless-edition-game-69426/
Gods Will Fall,"R$ 53,90","R$ 100,42","R$ 100,42",/ps4-store-br/gods-will-fall-game-69475/
Tales from the Borderlands,"R$ 53,90","R$ 78,67","R$ 78,67",/ps4-store-br/tales-from-the-borderlands-game-69572/
Mordheim: City of the Damned,"R$ 53,90","R$ 26,22","R$ 26,22",/ps4-store-br/mordheim-city-of-the-damned-game-70829/
FAR CRY 5 GOLD EDITION,"R$ 53,90","R$ 69,75","R$ 69,75",/ps4-store-br/far-cry-5-gold-edition-game-70265/
Pacote 2K Ball N’ Brawl,"R$ 53,90","R$ 159,95","R$ 159,95",/ps4-store-br/pacote-2k-ball-n-brawl-game-70611/
Blood Bowl 2: Legendary Edition,"R$ 53,90","R$ 39,97","R$ 39,97",/ps4-store-br/blood-bowl-2-legendary-edition-game-70641/
Blood Bowl 2,"R$ 53,90","R$ 24,87","R$ 24,87",/ps4-store-br/blood-bowl-2-game-70642/
PixelJunk™ Shooter Ultimate,"R$ 53,90","R$ 53,90","R$ 50,00",/ps4-store-br/pixeljunk-shooter-ultimate-game-42056/
FINAL FANTASY VII REMAKE,"R$ 53,90","R$ 53,90",Free,/ps4-store-br/final-fantasy-vii-remake-game-37921/
Remnant: From the Ashes,"R$ 53,90","R$ 53,90",Free,/ps4-store-br/remnant-from-the-ashes-game-38694/
Farpoint,"R$ 53,90","R$ 53,90",Free,/ps4-store-br/farpoint-game-40306/
Shadow of the Tomb Raider,"R$ 53,90","R$ 53,90",Free,/ps4-store-br/shadow-of-the-tomb-raider-game-67928/
THE KING OF FIGHTERS XIV Special Anniversary Edition,"R$ 53,90","R$ 73,46","R$ 73,46",/ps4-store-br/the-king-of-fighters-xiv-special-anniversary-edition-game-40493/
Velocibox,"R$ 66,90","R$ 66,90","R$ 53,52",/ps4-store-br/velocibox-game-41774/
