Title,Original Price,Promotional Price,Psplus Price,url_games
FUSER™ VIP Edition,"R$ 37,50","R$ 352,38","R$ 352,38",/ps4-store-br/fuser-vip-edition-game-61616/
FUSER™,"R$ 37,50","R$ 149,45","R$ 149,45",/ps4-store-br/fuser-game-61615/
The Walking Dead Onslaught: Digital Deluxe,"R$ 37,50","R$ 107,45","R$ 107,45",/ps4-store-br/the-walking-dead-onslaught-digital-deluxe-game-61509/
Control Ultimate Edition,"R$ 37,50","R$ 128,94","R$ 128,94",/ps4-store-br/control-ultimate-edition-game-61535/
Necromunda: Underhive Wars,"R$ 37,50","R$ 85,96","R$ 85,96",/ps4-store-br/necromunda-underhive-wars-game-61315/
Motorbike Racing Bundle,"R$ 37,50","R$ 63,98","R$ 63,98",/ps4-store-br/motorbike-racing-bundle-game-60602/
F1 2020,"R$ 37,50","R$ 74,97","R$ 74,97",/ps4-store-br/f1-2020-game-61013/
Bounty Battle,"R$ 37,50","R$ 43,57","R$ 43,57",/ps4-store-br/bounty-battle-game-61621/
WWE 2K Battlegrounds,"R$ 37,50","R$ 111,45","R$ 111,45",/ps4-store-br/wwe-2k-battlegrounds-game-62131/
Outbreak: The Nightmare Chronicles,"R$ 37,50","R$ 34,95","R$ 27,96",/ps4-store-br/outbreak-the-nightmare-chronicles-game-62408/
Mafia: Definitive Edition,"R$ 37,50","R$ 123,67","R$ 123,67",/ps4-store-br/mafia-definitive-edition-game-62494/
Mafia: Trilogy,"R$ 37,50","R$ 164,93","R$ 164,93",/ps4-store-br/mafia-trilogy-game-62495/
Warface: Breakout – Edição Definitiva,"R$ 37,50","R$ 47,98","R$ 47,98",/ps4-store-br/warface-breakout-edicao-definitiva-game-62798/
Let’s Sing Queen,"R$ 37,50","R$ 139,68","R$ 139,68",/ps4-store-br/lets-sing-queen-game-62999/
Remothered: Broken Porcelain,"R$ 37,50","R$ 74,75","R$ 74,75",/ps4-store-br/remothered-broken-porcelain-game-63427/
Dead by Daylight: Special Edition,"R$ 37,50","R$ 211,92","R$ 211,92",/ps4-store-br/dead-by-daylight-special-edition-game-63608/
The Jackbox Party Pack 7,"R$ 37,50","R$ 103,93","R$ 103,93",/ps4-store-br/the-jackbox-party-pack-7-game-63735/
Jurassic World Evolution: Edição Jurassic Park,"R$ 37,50","R$ 80,24","R$ 80,24",/ps4-store-br/jurassic-world-evolution-edicao-jurassic-park-game-64476/
Cobra Kai: The Karate Kid Saga Continues,"R$ 37,50","R$ 99,75","R$ 99,75",/ps4-store-br/cobra-kai-the-karate-kid-saga-continues-game-64624/
Chronos: Before the Ashes,"R$ 37,50","R$ 104,65","R$ 104,65",/ps4-store-br/chronos-before-the-ashes-game-65081/
Macrotis: A Mother’s Journey,"R$ 37,50","R$ 32,25","R$ 32,25",/ps4-store-br/macrotis-a-mothers-journey-game-64057/
DOOM Eternal: Year One Pass (Standalone),"R$ 122,90","R$ 92,17","R$ 92,17",/ps4-store-br/doom-eternal-year-one-pass-standalone-game-64058/
Battlefield™ V Edição Definitiva,"R$ 122,90","R$ 74,72","R$ 74,72",/ps4-store-br/battlefield-v-edicao-definitiva-game-64184/
Outbreak,"R$ 122,90","R$ 26,95","R$ 21,56",/ps4-store-br/outbreak-game-64190/
Ghostrunner,"R$ 122,90","R$ 111,93","R$ 111,93",/ps4-store-br/ghostrunner-game-64626/
The Legend of Heroes: Trails of Cold Steel IV Digital Deluxe Edition,"R$ 122,90","R$ 322,42","R$ 322,42",/ps4-store-br/the-legend-of-heroes-trails-of-cold-steel-iv-digital-deluxe-edition-game-64632/
Just Dance® 2021,"R$ 122,90","R$ 137,94","R$ 137,94",/ps4-store-br/just-dance-2021-game-65724/
UNTURNED,"R$ 122,90","R$ 100,42","R$ 100,42",/ps4-store-br/unturned-game-65797/
Santa’s Xmas Adventure,"R$ 122,90","R$ 13,35","R$ 11,12",/ps4-store-br/santas-xmas-adventure-game-64796/
Fishing Sim World: Bass Pro Shops Edition,"R$ 122,90","R$ 109,72","R$ 109,72",/ps4-store-br/fishing-sim-world-bass-pro-shops-edition-game-65038/
Twin Mirror,"R$ 122,90","R$ 103,93","R$ 103,93",/ps4-store-br/twin-mirror-game-65082/
Söldner-X 2: Final Prototype Definitive Edition,"R$ 122,90","R$ 32,34","R$ 32,34",/ps4-store-br/soldner-x-2-final-prototype-definitive-edition-game-65141/
Dying Light Anniversary Edition,"R$ 122,90","R$ 161,17","R$ 161,17",/ps4-store-br/dying-light-anniversary-edition-game-65268/
Devil May Cry 5,"R$ 122,90","R$ 83,12","R$ 83,12",/ps4-store-br/devil-may-cry-5-game-65449/
Let’s Sing 2021 - Platinum Edition,"R$ 122,90","R$ 259,93","R$ 259,93",/ps4-store-br/lets-sing-2021-platinum-edition-game-65843/
Fantasy Friends,"R$ 122,90","R$ 79,95","R$ 63,96",/ps4-store-br/fantasy-friends-game-66001/
"Pacote Assassin’s Creed®: Assassin’s Creed® Valhalla, Assassin’s Creed® Odyssey e Assassin’s Creed® Origins","R$ 122,90","R$ 265,96","R$ 265,96",/ps4-store-br/pacote-assassins-creed-assassins-creed-valhalla-assassins-creed-odyssey-e-assassins-creed-origins-game-66191/
Rusty Spout Rescue Adventure,"R$ 122,90","R$ 26,25","R$ 18,75",/ps4-store-br/rusty-spout-rescue-adventure-game-66442/
Drunken Fist,"R$ 122,90","R$ 30,03","R$ 30,03",/ps4-store-br/drunken-fist-game-67692/
Crystal Ortha,"R$ 122,90","R$ 59,92","R$ 55,92",/ps4-store-br/crystal-ortha-game-66706/
Morbid: The Seven Acolytes,"R$ 122,90","R$ 80,34","R$ 80,34",/ps4-store-br/morbid-the-seven-acolytes-game-66708/
Fishing Sim World: Pro Tour + The Catch: Carp and Coarse,"R$ 122,90","R$ 93,95","R$ 93,95",/ps4-store-br/fishing-sim-world-pro-tour-the-catch-carp-and-coarse-game-67567/
Teratopia,"R$ 122,90","R$ 39,95","R$ 39,95",/ps4-store-br/teratopia-game-68372/
Ys IX: Monstrum Nox Digital Deluxe Edition,"R$ 122,90","R$ 319,92","R$ 319,92",/ps4-store-br/ys-ix-monstrum-nox-digital-deluxe-edition-game-67897/
Project Starship X,"R$ 122,90","R$ 37,73","R$ 37,73",/ps4-store-br/project-starship-x-game-68606/
Colossus Down,"R$ 122,90","R$ 75,92","R$ 71,17",/ps4-store-br/colossus-down-game-68730/
Jeopardy! PlayShow,"R$ 122,90","R$ 107,12","R$ 100,42",/ps4-store-br/jeopardy-playshow-game-68964/
DiRT Rally® PLUS PLAYSTATION®VR BUNDLE,"R$ 122,90","R$ 26,22","R$ 26,22",/ps4-store-br/dirt-rally-plus-playstation-vr-bundle-game-69583/
Project CARS,"R$ 122,90","R$ 18,62","R$ 18,62",/ps4-store-br/project-cars-game-69584/
NASCAR Heat 5 - Ultimate Edition,"R$ 122,90","R$ 161,17","R$ 161,17",/ps4-store-br/nascar-heat-5-ultimate-edition-game-70044/
The Catch: Carp and Coarse - Collector’s Edition,"R$ 122,90","R$ 122,13","R$ 122,13",/ps4-store-br/the-catch-carp-and-coarse-collectors-edition-game-70049/
Secret Neighbor,"R$ 122,90","R$ 122,90","R$ 94,41",/ps4-store-br/secret-neighbor-game-71646/
I Saw Black Clouds,"R$ 122,90","R$ 122,90","R$ 62,91",/ps4-store-br/i-saw-black-clouds-game-71617/
Narita Boy,"R$ 122,90","R$ 122,90","R$ 120,51",/ps4-store-br/narita-boy-game-71582/
NHL™ 21 Deluxe Edition,"R$ 122,90","R$ 122,00","R$ 122,00",/ps4-store-br/nhl-21-deluxe-edition-game-63951/
NHL™ 21 Great Eight Edition,"R$ 122,90","R$ 147,59","R$ 147,59",/ps4-store-br/nhl-21-great-eight-edition-game-63953/
UFC® 4 Edição Deluxe,"R$ 122,90","R$ 169,45","R$ 169,45",/ps4-store-br/ufc-4-edicao-deluxe-game-66185/
Sid Meier’s Civilization VI,"R$ 122,90","R$ 62,47","R$ 62,47",/ps4-store-br/sid-meiers-civilization-vi-game-38360/
Black Legend,"R$ 122,90","R$ 122,90","R$ 143,91",/ps4-store-br/black-legend-game-71410/
Paradise Lost,"R$ 122,90","R$ 122,90","R$ 63,92",/ps4-store-br/paradise-lost-game-71329/
Atelier Firis: The Alchemist and the Mysterious Journey DX,"R$ 122,90","R$ 122,90","R$ 193,41",/ps4-store-br/atelier-firis-the-alchemist-and-the-mysterious-journey-dx-game-71201/
Atelier Lydie and Suelle: The Alchemists and the Mysterious Paintings DX,"R$ 122,90","R$ 122,90","R$ 193,41",/ps4-store-br/atelier-lydie-and-suelle-the-alchemists-and-the-mysterious-paintings-dx-game-71202/
Atelier Mysterious Trilogy Deluxe Pack,"R$ 122,90","R$ 122,90","R$ 434,61",/ps4-store-br/atelier-mysterious-trilogy-deluxe-pack-game-71203/
Atelier Sophie: The Alchemist of the Mysterious Book DX,"R$ 122,90","R$ 122,90","R$ 193,41",/ps4-store-br/atelier-sophie-the-alchemist-of-the-mysterious-book-dx-game-71204/
Can’t Drive This,"R$ 122,90","R$ 122,90","R$ 89,55",/ps4-store-br/cant-drive-this-game-71100/
Root Film,"R$ 122,90","R$ 122,90","R$ 159,60",/ps4-store-br/root-film-game-71101/
Tomb Raider: Definitive Survivor Trilogy,"R$ 122,90","R$ 99,80","R$ 99,80",/ps4-store-br/tomb-raider-definitive-survivor-trilogy-game-71041/
Signs of the Sojourner,"R$ 122,90","R$ 122,90","R$ 83,92",/ps4-store-br/signs-of-the-sojourner-game-70927/
The Council - The Complete Season,"R$ 122,90","R$ 25,97","R$ 25,97",/ps4-store-br/the-council-the-complete-season-game-37992/
Oniken: Unstoppable Edition,"R$ 122,90","R$ 12,45","R$ 12,45",/ps4-store-br/oniken-unstoppable-edition-game-37990/
"SWORD ART ONLINE: Alicization Lycoris, Edição Deluxe","R$ 122,90","R$ 305,83","R$ 305,83",/ps4-store-br/sword-art-online-alicization-lycoris-edicao-deluxe-game-60008/
Odallus: The Dark Call,"R$ 122,90","R$ 14,97","R$ 14,97",/ps4-store-br/odallus-the-dark-call-game-37989/
DOOM 64,"R$ 122,90","R$ 9,95","R$ 9,95",/ps4-store-br/doom-64-game-37998/
Gal*Gun: Double Peace - Complete Edition,"R$ 122,90","R$ 82,45","R$ 82,45",/ps4-store-br/galgun-double-peace-complete-edition-game-56139/
Let’s Sing 2020 Platinum Edition,"R$ 122,90","R$ 250,74","R$ 250,74",/ps4-store-br/lets-sing-2020-platinum-edition-game-56435/
Let’s Sing 2020,"R$ 239,90","R$ 143,94","R$ 143,94",/ps4-store-br/lets-sing-2020-game-56434/
Braveland Trilogy,"R$ 239,90","R$ 31,96","R$ 19,97",/ps4-store-br/braveland-trilogy-game-37920/
Blind Men,"R$ 239,90","R$ 13,45","R$ 13,45",/ps4-store-br/blind-men-game-37917/
Rush Rover,"R$ 239,90","R$ 13,45","R$ 13,45",/ps4-store-br/rush-rover-game-37937/
RIDE 4 PS4 and PS5,"R$ 239,90","R$ 149,70","R$ 149,70",/ps4-store-br/ride-4-ps4-and-ps5-game-61249/
Warhammer Pack: Hack and Slash,"R$ 239,90","R$ 107,47","R$ 107,47",/ps4-store-br/warhammer-pack-hack-and-slash-game-37965/
RIDE 4 - Special Edition PS4 and PS5,"R$ 239,90","R$ 239,70","R$ 239,70",/ps4-store-br/ride-4-special-edition-ps4-and-ps5-game-61250/
OVERPASS Deluxe Edition,"R$ 239,90","R$ 139,96","R$ 122,46",/ps4-store-br/overpass-deluxe-edition-game-37956/
NAMCO Museum Archives Vol 1,"R$ 239,90","R$ 52,45","R$ 52,45",/ps4-store-br/namco-museum-archives-vol-1-game-57112/
NAMCO MUSEUM® ARCHIVES Vol 2,"R$ 239,90","R$ 41,75","R$ 41,75",/ps4-store-br/namco-museum-archives-vol-2-game-57113/
Hunting Simulator 2,"R$ 239,90","R$ 103,95","R$ 103,95",/ps4-store-br/hunting-simulator-2-game-58313/
Golf Zero,"R$ 239,90","R$ 14,79","R$ 14,79",/ps4-store-br/golf-zero-game-61332/
Empire of Sin,"R$ 239,90","R$ 139,65","R$ 139,65",/ps4-store-br/empire-of-sin-game-66560/
Disaster Report 4: Summer Memories,"R$ 239,90","R$ 149,94","R$ 149,94",/ps4-store-br/disaster-report-4-summer-memories-game-55102/
Fishing Sim World®: Pro Tour - Collector’s Edition,"R$ 239,90","R$ 158,94","R$ 158,94",/ps4-store-br/fishing-sim-world-pro-tour-collectors-edition-game-54979/
Scott Pilgrim vs. The World™: The Game – Complete Edition,"R$ 239,90","R$ 50,00","R$ 50,00",/ps4-store-br/scott-pilgrim-vs-the-world-the-game-complete-edition-game-68223/
Gal*Gun 2 - Complete Edition,"R$ 239,90","R$ 149,94","R$ 149,94",/ps4-store-br/galgun-2-complete-edition-game-55833/
BioShock Infinite: The Complete Edition,"R$ 239,90","R$ 74,62","R$ 74,62",/ps4-store-br/bioshock-infinite-the-complete-edition-game-56510/
Ys: Memories of Celceta,"R$ 239,90","R$ 97,17","R$ 97,17",/ps4-store-br/ys-memories-of-celceta-game-56784/
TT Isle of Man: Ride on the Edge 2,"R$ 239,90","R$ 99,96","R$ 99,96",/ps4-store-br/tt-isle-of-man-ride-on-the-edge-2-game-38004/
Thunder Paw,"R$ 239,90","R$ 12,10","R$ 12,10",/ps4-store-br/thunder-paw-game-38018/
Tom Clancy’s The Division® Franchise Bundle,"R$ 239,90","R$ 71,85","R$ 71,85",/ps4-store-br/tom-clancys-the-division-franchise-bundle-game-38036/
Langrisser I and II,"R$ 239,90","R$ 124,74","R$ 124,74",/ps4-store-br/langrisser-i-and-ii-game-38039/
The Crew® 2,"R$ 239,90","R$ 44,97","R$ 44,97",/ps4-store-br/the-crew-2-game-38042/
ONE PUNCH MAN: A HERO NOBODY KNOWS Edição Deluxe,"R$ 239,90","R$ 133,16","R$ 133,16",/ps4-store-br/one-punch-man-a-hero-nobody-knows-edicao-deluxe-game-38070/
MX Nitro: Unleashed,"R$ 239,90","R$ 10,37","R$ 10,37",/ps4-store-br/mx-nitro-unleashed-game-38076/
Ganbare! Super Strikers,"R$ 239,90","R$ 26,95","R$ 26,95",/ps4-store-br/ganbare-super-strikers-game-38081/
KATANA KAMI: A Way of the Samurai Story,"R$ 239,90","R$ 62,45","R$ 62,45",/ps4-store-br/katana-kami-a-way-of-the-samurai-story-game-38092/
"Warhammer 40,000: Inquisitor - Martyr Complete Collection","R$ 239,90","R$ 112,47","R$ 74,98",/ps4-store-br/warhammer-40000-inquisitor-martyr-complete-collection-game-38096/
"Warhammer 40,000: Inquisitor - Martyr Complete Upgrade Pack","R$ 239,90","R$ 107,45","R$ 107,45",/ps4-store-br/warhammer-40000-inquisitor-martyr-complete-upgrade-pack-game-38097/
Knightin’+,"R$ 239,90","R$ 15,95","R$ 15,95",/ps4-store-br/knightin-game-38100/
Spaceland,"R$ 239,90","R$ 41,96","R$ 26,22",/ps4-store-br/spaceland-game-38109/
Azur Lane: Crosswave,"R$ 239,90","R$ 103,95","R$ 103,95",/ps4-store-br/azur-lane-crosswave-game-38110/
AO Tennis 2,"R$ 239,90","R$ 87,46","R$ 74,96",/ps4-store-br/ao-tennis-2-game-38117/
Pawarumi,"R$ 239,90","R$ 47,94","R$ 47,94",/ps4-store-br/pawarumi-game-38121/
Reed Remastered,"R$ 239,90","R$ 12,10","R$ 12,10",/ps4-store-br/reed-remastered-game-38123/
Patapon 2 Remastered,"R$ 239,90","R$ 37,50","R$ 37,50",/ps4-store-br/patapon-2-remastered-game-38160/
Journey to the Savage Planet,"R$ 239,90","R$ 78,54","R$ 78,54",/ps4-store-br/journey-to-the-savage-planet-game-38174/
Rugby 20,"R$ 239,90","R$ 83,16","R$ 72,76",/ps4-store-br/rugby-20-game-38188/
CHUBBY PIXEL MEGA BUNDLE,"R$ 239,90","R$ 95,94","R$ 95,94",/ps4-store-br/chubby-pixel-mega-bundle-game-38193/
FoxyLand 2,"R$ 239,90","R$ 14,35","R$ 14,35",/ps4-store-br/foxyland-2-game-38195/
DRAGON BALL Z: KAKAROT - Edição de Luxo,"R$ 239,90","R$ 174,95","R$ 174,95",/ps4-store-br/dragon-ball-z-kakarot-edicao-de-luxo-game-38201/
Graveyard Keeper Collector’s Edition,"R$ 239,90","R$ 95,94","R$ 95,94",/ps4-store-br/graveyard-keeper-collectors-edition-game-38240/
Super Korotama,"R$ 239,90","R$ 10,76","R$ 10,76",/ps4-store-br/super-korotama-game-38273/
STEINS;GATE: My Darling’s Embrace,"R$ 239,90","R$ 62,45","R$ 62,45",/ps4-store-br/steinsgate-my-darlings-embrace-game-38298/
Pacote RV de Espire 1: VR Operative e Killing Floor: Incursion,"R$ 239,90","R$ 105,96","R$ 105,96",/ps4-store-br/pacote-rv-de-espire-1-vr-operative-e-killing-floor-incursion-game-38359/
Woodle Tree 2: Deluxe+,"R$ 239,90","R$ 13,96","R$ 13,96",/ps4-store-br/woodle-tree-2-deluxe-game-38362/
Farmer’s Dynasty,"R$ 239,90","R$ 49,47","R$ 41,22",/ps4-store-br/farmers-dynasty-game-38366/
Fractured Minds,"R$ 239,90","R$ 4,74","R$ 4,74",/ps4-store-br/fractured-minds-game-38384/
Bee Simulator,"R$ 239,90","R$ 59,85","R$ 59,85",/ps4-store-br/bee-simulator-game-38393/
Need for Speed™ Heat Edição Deluxe,"R$ 239,90","R$ 69,74","R$ 69,74",/ps4-store-br/need-for-speed-heat-edicao-deluxe-game-38407/
Just Cause 4: Reloaded,"R$ 239,90","R$ 41,22","R$ 41,22",/ps4-store-br/just-cause-4-reloaded-game-38412/
Conception PLUS: Maidens of the Twelve Stars,"R$ 239,90","R$ 99,96","R$ 99,96",/ps4-store-br/conception-plus-maidens-of-the-twelve-stars-game-38418/
Destiny Connect: Tick-Tock Travelers,"R$ 239,90","R$ 82,45","R$ 82,45",/ps4-store-br/destiny-connect-tick-tock-travelers-game-38419/
Football Game,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/football-game-game-38420/
Dusk Diver,"R$ 26,90","R$ 72,45","R$ 72,45",/ps4-store-br/dusk-diver-game-38444/
Vosaria: Lair of the Forgotten,"R$ 26,90","R$ 16,17","R$ 16,17",/ps4-store-br/vosaria-lair-of-the-forgotten-game-38451/
MediEvil,"R$ 26,90","R$ 59,95","R$ 59,95",/ps4-store-br/medievil-game-38458/
MediEvil - Digital Deluxe,"R$ 26,90","R$ 74,95","R$ 74,95",/ps4-store-br/medievil-digital-deluxe-game-38459/
Cat Quest II,"R$ 26,90","R$ 37,50","R$ 37,50",/ps4-store-br/cat-quest-ii-game-38464/
Raging Loop,"R$ 26,90","R$ 62,45","R$ 62,45",/ps4-store-br/raging-loop-game-38476/
WWE 2K20 Deluxe Edition,"R$ 26,90","R$ 148,33","R$ 148,33",/ps4-store-br/wwe-2k20-deluxe-edition-game-38481/
The Jackbox Party Pack 6,"R$ 26,90","R$ 103,93","R$ 95,93",/ps4-store-br/the-jackbox-party-pack-6-game-38501/
Wands,"R$ 26,90","R$ 41,75","R$ 41,75",/ps4-store-br/wands-game-38511/
Indivisible,"R$ 26,90","R$ 99,75","R$ 99,75",/ps4-store-br/indivisible-game-38530/
The Alliance Alive HD Remastered,"R$ 26,90","R$ 83,16","R$ 83,16",/ps4-store-br/the-alliance-alive-hd-remastered-game-38534/
Ghostbusters: The Video Game Remastered,"R$ 26,90","R$ 37,47","R$ 37,47",/ps4-store-br/ghostbusters-the-video-game-remastered-game-38541/
YU-NO: A girl who chants love at the bound of this world.,"R$ 26,90","R$ 83,16","R$ 83,16",/ps4-store-br/yu-no-a-girl-who-chants-love-at-the-bound-of-this-world-game-38559/
Tropico 6,"R$ 26,90","R$ 117,45","R$ 104,95",/ps4-store-br/tropico-6-game-38564/
Niffelheim,"R$ 26,90","R$ 41,96","R$ 26,22",/ps4-store-br/niffelheim-game-38576/
AI: THE SOMNIUM FILES,"R$ 26,90","R$ 99,96","R$ 99,96",/ps4-store-br/ai-the-somnium-files-game-38591/
Scheming Through The Zombie Apocalypse: The Beginning,"R$ 26,90","R$ 8,07","R$ 8,07",/ps4-store-br/scheming-through-the-zombie-apocalypse-the-beginning-game-38597/
Reel Fishing: Road Trip Adventure,"R$ 26,90","R$ 74,75","R$ 74,75",/ps4-store-br/reel-fishing-road-trip-adventure-game-38614/
DISTRAINT: Deluxe Edition,"R$ 26,90","R$ 11,16","R$ 11,16",/ps4-store-br/distraint-deluxe-edition-game-38618/
Utawarerumono: ZAN,"R$ 26,90","R$ 82,46","R$ 82,46",/ps4-store-br/utawarerumono-zan-game-38625/
WRC 8 Deluxe Edition FIA World Rally Championship,"R$ 26,90","R$ 62,49","R$ 49,99",/ps4-store-br/wrc-8-deluxe-edition-fia-world-rally-championship-game-38626/
Shalnor Legends: Sacred Lands,"R$ 26,90","R$ 16,17","R$ 16,17",/ps4-store-br/shalnor-legends-sacred-lands-game-38634/
FIA European Truck Racing Championship,"R$ 26,90","R$ 89,97","R$ 74,97",/ps4-store-br/fia-european-truck-racing-championship-game-38639/
Blindfold A Vérité VR Experience,"R$ 26,90","R$ 4,36","R$ 4,36",/ps4-store-br/blindfold-a-verite-vr-experience-game-38641/
Control,"R$ 26,90","R$ 89,70","R$ 89,70",/ps4-store-br/control-game-38662/
CRYSTAR,"R$ 26,90","R$ 84,96","R$ 84,96",/ps4-store-br/crystar-game-38664/
ONINAKI,"R$ 26,90","R$ 103,95","R$ 103,95",/ps4-store-br/oninaki-game-38685/
Mekabolt,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/mekabolt-game-38690/
RAD,"R$ 26,90","R$ 26,22","R$ 26,22",/ps4-store-br/rad-game-38693/
Train Sim World® 2020 Deluxe Edition,"R$ 26,90","R$ 92,71","R$ 92,71",/ps4-store-br/train-sim-world-2020-deluxe-edition-game-38704/
Edna and Harvey: Harvey’s New Eyes,"R$ 26,90","R$ 8,35","R$ 8,35",/ps4-store-br/edna-and-harvey-harveys-new-eyes-game-38705/
Sagebrush,"R$ 26,90","R$ 12,76","R$ 12,76",/ps4-store-br/sagebrush-game-38726/
The Savior’s Gang - Blessed Edition,"R$ 26,90","R$ 18,75","R$ 18,75",/ps4-store-br/the-saviors-gang-blessed-edition-game-38741/
Super Wiloo Demake,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/super-wiloo-demake-game-38748/
DOOM (1993),"R$ 26,90","R$ 9,95","R$ 9,95",/ps4-store-br/doom-1993-game-38750/
DOOM 3,"R$ 26,90","R$ 20,75","R$ 20,75",/ps4-store-br/doom-3-game-38751/
DOOM II (Classic),"R$ 26,90","R$ 9,95","R$ 9,95",/ps4-store-br/doom-ii-classic-game-38752/
Wolfenstein: Cyberpilot ,"R$ 26,90","R$ 52,45","R$ 52,45",/ps4-store-br/wolfenstein-cyberpilot-game-38755/
Woodle Tree Adventures Deluxe,"R$ 26,90","R$ 9,41","R$ 9,41",/ps4-store-br/woodle-tree-adventures-deluxe-game-38758/
Date A Live: Rio Reincarnation,"R$ 26,90","R$ 82,45","R$ 82,45",/ps4-store-br/date-a-live-rio-reincarnation-game-38770/
Mochi Mochi Boy,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/mochi-mochi-boy-game-38793/
DRAGON QUEST BUILDERS 2,"R$ 26,90","R$ 159,60","R$ 159,60",/ps4-store-br/dragon-quest-builders-2-game-38797/
DRAGON QUEST BUILDERS 2 Digital Deluxe Edition,"R$ 26,90","R$ 239,92","R$ 239,92",/ps4-store-br/dragon-quest-builders-2-digital-deluxe-edition-game-38798/
Tour de France 2019,"R$ 26,90","R$ 28,49","R$ 28,49",/ps4-store-br/tour-de-france-2019-game-38829/
Graveyard Keeper,"R$ 26,90","R$ 62,94","R$ 62,94",/ps4-store-br/graveyard-keeper-game-38834/
Attack of the Toy Tanks,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/attack-of-the-toy-tanks-game-38841/
Super Neptunia RPG,"R$ 26,90","R$ 98,94","R$ 98,94",/ps4-store-br/super-neptunia-rpg-game-38854/
Kotodama: The 7 Mysteries of Fujisawa,"R$ 26,90","R$ 24,98","R$ 24,98",/ps4-store-br/kotodama-the-7-mysteries-of-fujisawa-game-38892/
Neon Junctions,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/neon-junctions-game-38894/
Layers of Fear 2,"R$ 26,90","R$ 52,45","R$ 52,45",/ps4-store-br/layers-of-fear-2-game-38922/
Tennis World Tour: Roland-Garros Edition,"R$ 26,90","R$ 68,62","R$ 68,62",/ps4-store-br/tennis-world-tour-roland-garros-edition-game-38923/
My Big Sister,"R$ 26,90","R$ 12,76","R$ 12,76",/ps4-store-br/my-big-sister-game-38976/
Bird Game +,"R$ 26,90","R$ 10,76","R$ 10,76",/ps4-store-br/bird-game-game-38984/
Black Paradox,"R$ 79,90","R$ 23,97","R$ 23,97",/ps4-store-br/black-paradox-game-38985/
Space Hulk Bundle,"R$ 79,90","R$ 82,45","R$ 82,45",/ps4-store-br/space-hulk-bundle-game-38991/
Suicide Guy Bundle,"R$ 79,90","R$ 44,62","R$ 44,62",/ps4-store-br/suicide-guy-bundle-game-39001/
Our World is Ended.,"R$ 79,90","R$ 83,16","R$ 83,16",/ps4-store-br/our-world-is-ended-game-39015/
Immortal Legacy: The Jade Cipher,"R$ 79,90","R$ 41,75","R$ 41,75",/ps4-store-br/immortal-legacy-the-jade-cipher-game-39022/
World War Z,"R$ 79,90","R$ 37,47","R$ 37,47",/ps4-store-br/world-war-z-game-39033/
EARTH DEFENSE FORCE:IRON RAIN,"R$ 79,90","R$ 124,95","R$ 87,46",/ps4-store-br/earth-defense-forceiron-rain-game-39037/
Falcon Age,"R$ 79,90","R$ 52,45","R$ 52,45",/ps4-store-br/falcon-age-game-39044/
Zanki Zero: Last Beginning,"R$ 79,90","R$ 49,98","R$ 49,98",/ps4-store-br/zanki-zero-last-beginning-game-39049/
GODS Remastered,"R$ 79,90","R$ 21,56","R$ 21,56",/ps4-store-br/gods-remastered-game-39070/
Generation Zero®,"R$ 79,90","R$ 56,20","R$ 56,20",/ps4-store-br/generation-zero-game-39086/
The Legend of Heroes: Trails of Cold Steel,"R$ 79,90","R$ 82,45","R$ 82,45",/ps4-store-br/the-legend-of-heroes-trails-of-cold-steel-game-39096/
The Princess Guide,"R$ 79,90","R$ 99,75","R$ 99,75",/ps4-store-br/the-princess-guide-game-39097/
ONE PIECE World Seeker,"R$ 79,90","R$ 62,47","R$ 62,47",/ps4-store-br/one-piece-world-seeker-game-39119/
LEFT ALIVE™ DAY ONE EDITION,"R$ 79,90","R$ 68,97","R$ 68,97",/ps4-store-br/left-alive-day-one-edition-game-39149/
Deponia Doomsday,"R$ 79,90","R$ 5,39","R$ 5,39",/ps4-store-br/deponia-doomsday-game-39168/
Anthem™ Edição Standard,"R$ 79,90","R$ 41,98","R$ 41,98",/ps4-store-br/anthem-edicao-standard-game-39187/
STEINS;GATE ELITE,"R$ 79,90","R$ 124,95","R$ 124,95",/ps4-store-br/steinsgate-elite-game-39202/
Far Cry New Dawn,"R$ 79,90","R$ 44,99","R$ 44,99",/ps4-store-br/far-cry-new-dawn-game-39204/
Intruders: Hide and Seek,"R$ 79,90","R$ 8,35","R$ 8,35",/ps4-store-br/intruders-hide-and-seek-game-39216/
Alvastia Chronicles,"R$ 79,90","R$ 31,25","R$ 31,25",/ps4-store-br/alvastia-chronicles-game-39218/
Pro Fishing Simulator,"R$ 79,90","R$ 59,85","R$ 59,85",/ps4-store-br/pro-fishing-simulator-game-39247/
Spike Volleyball,"R$ 79,90","R$ 46,79","R$ 38,99",/ps4-store-br/spike-volleyball-game-39250/
Song Of Memories,"R$ 79,90","R$ 41,22","R$ 41,22",/ps4-store-br/song-of-memories-game-39258/
